"","Price","Regionname","CouncilArea","MonthsSince2016","BuildingAge","Landsize","BuildingArea","Lattitude","Longtitude","Type","Rooms","Distance","Bathroom","Car"
"1961",790000,3,20,8,13,1181,136,-37.7982,144.9202,2,3,4.2,2,2
"1962",700000,3,20,8,7,324,97,-37.7903,144.9345,2,2,4.2,2,1
"1963",1230000,3,20,8,101,312,109,-37.793,144.934,1,3,4.2,1,1
"1964",460000,3,20,4,6,0,84,-37.7948,144.9314,3,2,4.2,1,1
"1965",395000,3,20,4,14,0,80,-37.7899,144.9231,3,2,4.2,1,1
"1966",850000,3,20,9,116,169,90,-37.7925,144.9315,1,2,4.2,1,1
"1967",868000,3,20,14,17,97,103,-37.7921,144.9234,1,2,4.2,1,1
"1968",773000,3,20,7,46,0,90,-37.7937,144.9295,2,2,4.2,1,1
"1969",631090,3,20,6,4,2136,94,-37.7956,144.935,3,2,4.2,2,1
"1970",410000,3,20,6,16,0,86,-37.7897,144.9228,3,2,4.2,1,1
"1971",425000,3,20,11,10,0,59,-37.7966,144.9254,3,2,4.2,1,1
"1972",610000,6,4,15,49,745,72,-37.8024,145.0346,3,2,5.6,1,1
"1973",882000,6,4,6,66,0,141,-37.8064,145.0182,3,3,5.6,2,2
"1974",3550000,6,4,11,81,992,374,-37.8046,145.0603,1,4,5.6,3,4
"1975",1326000,6,4,11,126,405,80,-37.8012,145.0361,1,2,5.6,1,2
"1976",1950000,6,4,10,16,400,251,-37.8147,145.0438,1,4,5.6,2,2
"1977",2550000,6,4,9,86,603,220,-37.8095,145.0391,1,4,5.6,2,2
"1978",1878000,6,4,9,1,392,426,-37.8081,145.0263,1,3,5.6,2,1
"1979",1910000,6,4,12,0,277,199,-37.8007,145.0374,1,4,5.6,3,2
"1980",1410000,6,4,12,131,304,127,-37.8023,145.0404,1,3,5.6,1,2
"1981",2310000,6,4,12,96,782,175,-37.8107,145.0219,1,3,5.6,1,2
"1982",2315000,6,4,15,117,364,183,-37.8125,145.043,1,4,5.6,2,0
"1983",800000,6,4,11,46,848,97,-37.796,145.0324,2,3,5.6,2,2
"1984",4850000,6,4,11,86,957,400,-37.8112,145.057,1,5,5.6,4,4
"1985",6500000,6,4,8,126,1334,365,-37.8029,145.0267,1,6,5.6,6,3
"1986",580000,6,4,8,46,0,90,-37.8071,145.0243,3,2,5.6,1,1
"1987",1905000,6,4,5,106,591,190,-37.812,145.0268,1,3,5.6,2,2
"1988",478000,6,4,5,46,0,51,-37.7997,145.0304,3,2,5.6,1,1
"1989",672000,6,4,10,50,0,77,-37.8108,145.0545,3,2,5.6,1,1
"1990",2286000,6,4,10,41,712,237,-37.8034,145.0527,1,4,5.6,3,2
"1991",1575000,6,4,10,76,397,80,-37.8013,145.0335,1,3,5.6,2,2
"1992",590000,6,4,10,41,0,80,-37.805,145.0294,3,2,5.6,1,1
"1993",2350000,6,4,9,33,861,358,-37.8047,145.0534,1,4,5.6,2,2
"1994",1312000,6,4,9,61,687,180,-37.8096,145.0529,1,4,5.6,2,1
"1995",890000,6,4,9,51,89,87,-37.8148,145.0571,3,2,5.6,2,1
"1996",1331000,6,4,9,76,424,89,-37.7995,145.0418,1,2,5.6,1,1
"1997",1800000,6,4,9,76,586,187,-37.7933,145.0343,1,4,5.6,2,2
"1998",1476000,6,4,15,20,288,203,-37.7997,145.046,1,3,5.6,2,2
"1999",2590000,6,4,15,89,660,215,-37.8124,145.0361,1,4,5.6,2,2
"2000",2625000,6,4,15,127,717,225,-37.8083,145.0418,1,4,5.6,2,2
"2001",2265000,6,4,15,87,650,242,-37.8098,145.022,1,4,5.6,1,1
"2002",1975000,6,4,6,126,531,1022,-37.813,145.0411,1,5,5.6,2,1
"2003",2550000,6,4,6,0,597,342,-37.7937,145.0353,1,5,5.6,4,2
"2004",1330000,6,4,11,21,205,184,-37.7993,145.0267,2,3,5.6,2,2
"2005",1450000,6,4,5,18,247,204,-37.8053,145.0327,1,3,5.6,2,2
"2006",3650000,6,4,8,56,1353,282,-37.8006,145.0218,1,3,5.6,2,3
"2007",551000,6,4,4,24,0,86,-37.7925,145.0263,3,2,5.6,1,2
"2008",2460000,6,4,9,106,737,293,-37.8042,145.0291,1,4,5.6,4,2
"2009",2850000,6,4,14,127,690,248,-37.8037,145.0308,1,4,5.6,2,4
"2010",2425000,6,4,14,127,534,237,-37.8044,145.0386,1,5,5.6,2,2
"2011",610000,6,4,14,49,745,72,-37.8024,145.0346,3,2,5.6,1,1
"2012",955000,6,4,14,37,140,121,-37.8063,145.0179,3,3,5.6,2,2
"2013",707500,6,4,7,24,124,86,-37.7938,145.0321,2,2,5.6,1,1
"2014",732000,6,4,7,36,904,110,-37.801,145.0297,2,3,5.6,1,1
"2015",2875000,6,4,6,106,1065,90,-37.7944,145.0339,1,2,5.6,1,1
"2016",1500000,6,4,11,75,857,130,-37.7981,145.0423,1,3,5.6,1,2
"2017",1750000,6,4,11,6,641,230,-37.7982,145.0281,1,4,5.6,3,2
"2018",1100000,6,4,11,81,0,115,-37.8087,145.0452,3,3,5.6,1,1
"2019",1440000,6,4,11,116,298,130,-37.8021,145.0391,1,3,5.6,1,1
"2020",2560000,6,4,11,26,670,346,-37.8042,145.0279,1,4,5.6,3,4
"2021",2600000,6,4,11,57,674,281,-37.8064,145.0608,1,5,5.6,2,2
"2022",3280000,6,4,11,37,480,147,-37.8117,145.0449,1,5,5.6,5,2
"2023",620000,6,4,5,46,0,112,-37.7978,145.0333,3,3,5.6,1,1
"2024",2600000,6,4,8,24,700,700,-37.8033,145.0526,1,4,5.6,3,2
"2025",2800000,6,4,8,116,920,241,-37.8017,145.0419,1,5,5.6,2,3
"2026",1420000,6,4,8,17,275,153,-37.8052,145.0489,1,3,5.6,2,2
"2027",1800000,6,4,8,106,336,139,-37.8074,145.0318,1,3,5.6,2,1
"2028",395000,6,4,7,11,0,55,-37.7999,145.0544,3,1,5.6,1,1
"2029",2250000,6,4,7,126,741,307,-37.8043,145.0291,1,4,5.6,3,2
"2030",1950000,6,4,6,76,711,253,-37.7923,145.0528,1,5,7.5,2,3
"2031",605000,6,4,5,56,0,83,-37.7969,145.0511,3,2,7.5,1,1
"2032",1920000,6,4,12,76,672,152,-37.789,145.0616,1,3,7.5,1,2
"2033",1615000,6,4,8,83,702,127,-37.7922,145.0518,1,3,7.5,1,1
"2034",2081000,6,4,4,56,948,311,-37.7881,145.0631,1,4,7.5,4,3
"2035",1315000,6,4,9,86,458,200,-37.7981,145.0472,1,4,7.5,2,2
"2036",1750000,6,4,9,86,611,160,-37.7997,145.058,1,3,7.5,2,4
"2037",2100000,6,4,6,66,695,360,-37.7904,145.0548,1,5,7.5,3,2
"2038",1300000,6,4,5,48,730,310,-37.7917,145.0509,1,6,7.5,3,2
"2039",1315000,6,4,9,86,458,200,-37.7981,145.0472,1,4,7.5,2,2
"2040",1620000,6,4,14,5,248,167,-37.7923,145.0595,2,3,7.5,2,2
"2041",615000,7,18,9,9,165,161,-37.7773,144.8725,2,3,9.2,2,2
"2042",715000,7,18,9,46,576,128,-37.7808,144.8678,1,3,9.2,1,1
"2043",826000,7,18,9,4,308,185,-37.7833,144.8817,1,4,9.2,2,2
"2044",275000,7,18,12,56,1972,63,-37.7863,144.8769,3,2,9.2,1,1
"2045",711000,7,18,12,96,163,69,-37.789,144.8813,1,2,9.2,1,0
"2046",695000,7,18,15,5,156,124,-37.7898,144.8722,2,3,9.2,2,1
"2047",490000,7,18,6,56,306,91,-37.7838,144.8724,1,3,9.2,1,2
"2048",502000,7,18,10,11,144,79,-37.7895,144.8667,1,2,9.2,1,1
"2049",721000,7,18,10,61,239,121,-37.7882,144.8784,1,3,9.2,2,1
"2050",840000,7,18,12,116,584,81,-37.7885,144.8771,1,3,9.2,1,1
"2051",335000,7,18,14,8,0,70,-37.7776,144.8723,3,2,9.2,1,1
"2052",832000,7,18,11,66,300,125,-37.7896,144.8752,1,3,9.2,1,2
"2053",646000,7,18,8,116,270,95,-37.7871,144.8791,1,2,9.2,1,2
"2054",673000,7,18,5,106,285,107,-37.7813,144.8678,1,3,9.2,1,2
"2055",695000,7,18,10,9,214,146,-37.7798,144.8661,1,3,9.2,1,2
"2056",349000,7,18,4,5,0,69,-37.7795,144.8729,3,2,9.2,1,1
"2057",555000,7,18,9,4,210,121,-37.7869,144.8749,2,3,9.2,1,2
"2058",352500,7,18,15,5,15100,66,-37.7795,144.8729,3,2,9.2,1,1
"2059",1350000,7,18,11,7,527,358,-37.7746,144.8727,1,5,9.2,3,2
"2060",510000,7,18,8,2,118,91,-37.787,144.8748,2,2,9.2,1,2
"2061",490000,7,18,7,56,269,80,-37.7844,144.8665,1,3,9.2,1,2
"2062",675000,7,18,5,66,595,80,-37.7817,144.868,1,4,9.2,1,1
"2063",865000,7,18,8,76,381,121,-37.7874,144.8763,1,3,9.2,1,3
"2064",600000,7,18,8,4,145,112,-37.7801,144.869,2,2,9.2,2,1
"2065",773000,7,18,7,46,333,137,-37.7893,144.8818,1,4,9.2,1,2
"2066",2050000,6,27,6,126,231,180,-37.8607,145.0373,1,3,7.4,2,1
"2067",3460000,6,27,6,0,502,309,-37.8515,145.0324,1,4,7.4,2,2
"2068",2400000,6,27,8,126,586,195,-37.866,145.039,1,4,7.4,2,2
"2069",2025000,6,27,5,106,396,105,-37.8562,145.0373,1,3,7.4,2,2
"2070",611000,6,27,10,8,0,68,-37.8515,145.0372,3,2,7.4,1,1
"2071",3800000,6,27,8,0,587,392,-37.8613,145.0393,1,4,7.4,3,2
"2072",1390000,6,27,5,21,227,181,-37.8577,145.0406,2,3,7.4,2,1
"2073",2415000,6,27,10,106,696,128,-37.8462,145.0386,1,3,7.4,1,3
"2074",566000,6,27,10,46,0,80,-37.8633,145.0338,3,2,7.4,1,1
"2075",1437000,6,27,4,106,313,132,-37.8511,145.0317,1,3,7.4,1,1
"2076",500000,6,27,7,46,0,54,-37.8693,145.0348,2,2,7.4,1,1
"2077",3400000,6,27,6,96,807,339,-37.8684,145.035,1,5,7.4,3,4
"2078",2355000,6,27,6,31,471,235,-37.851,145.0316,1,3,7.4,2,4
"2079",4240000,6,27,11,126,580,320,-37.8653,145.0304,1,5,7.4,3,3
"2080",1326000,6,27,8,116,254,100,-37.8674,145.0355,1,2,7.4,1,0
"2081",4525000,6,27,8,91,716,159,-37.8469,145.0377,1,4,7.4,4,2
"2082",1965000,6,27,14,127,300,185,-37.8638,145.0298,1,4,7.4,2,1
"2083",3470000,6,27,14,102,585,248,-37.868,145.038,1,4,7.4,3,2
"2084",740000,6,27,14,50,0,91,-37.8597,145.0322,3,2,7.4,1,1
"2085",2325000,6,27,14,11,501,233,-37.8631,145.0353,1,5,7.4,3,2
"2086",1970000,6,27,6,106,246,106,-37.871,145.0364,1,3,7.4,2,1
"2087",1475000,6,27,11,15,232,95,-37.8686,145.038,1,2,7.4,1,1
"2088",584000,6,27,8,45,0,74,-37.854,145.041,3,2,7.4,1,1
"2089",1490000,6,27,9,106,322,137,-37.8726,145.0396,1,3,11.2,1,1
"2090",1210000,6,27,9,23,337,146,-37.8833,145.0697,1,3,11.2,2,1
"2091",2355000,6,27,12,101,0,223,-37.8755,145.0523,1,4,11.2,2,3
"2092",1036000,6,27,12,106,310,102,-37.8717,145.0399,1,2,11.2,1,1
"2093",2273000,6,27,12,86,376,254,-37.8727,145.0458,1,3,11.2,3,1
"2094",2350000,6,27,12,101,567,327,-37.8786,145.0495,1,5,11.2,2,2
"2095",2200000,6,27,15,97,567,215,-37.8742,145.0614,1,4,11.2,3,2
"2096",790000,6,27,15,47,196,109,-37.8796,145.0876,3,2,11.2,1,2
"2097",1185000,6,27,6,66,797,180,-37.8783,145.0869,1,4,11.2,2,2
"2098",1837000,6,27,8,96,769,196,-37.8799,145.0552,1,3,11.2,2,1
"2099",1253000,6,27,5,22,216,135,-37.866,145.0549,2,3,11.2,2,1
"2100",922000,6,27,9,16,0,138,-37.8782,145.0649,2,3,11.2,2,2
"2101",4802500,6,27,12,97,837,267,-37.8756,145.0561,1,5,11.2,2,4
"2102",350000,6,27,12,41,0,117,-37.8769,145.0471,3,1,11.2,1,1
"2103",1555000,6,27,6,66,691,150,-37.8734,145.0887,1,3,11.2,2,2
"2104",2123000,6,27,11,86,412,254,-37.8707,145.0482,1,4,11.2,3,2
"2105",1700000,6,27,5,86,365,110,-37.8818,145.0548,1,4,11.2,3,2
"2106",1150000,6,27,5,56,604,119,-37.8835,145.0886,1,2,11.2,1,2
"2107",2001000,6,27,10,106,526,243,-37.8771,145.0505,1,4,11.2,2,2
"2108",1915000,6,27,4,96,700,126,-37.8807,145.0547,1,3,11.2,2,2
"2109",1135000,6,27,9,28,0,130,-37.8812,145.057,2,3,11.2,3,2
"2110",1240000,6,27,15,27,310,180,-37.8822,145.0837,2,4,11.2,2,2
"2111",1120000,6,27,15,27,181,151,-37.8823,145.0839,2,3,11.2,2,2
"2112",1500000,6,27,15,131,888,165,-37.8799,145.0738,1,3,11.2,1,2
"2113",707500,6,27,6,41,170,83,-37.8689,145.0504,3,3,11.2,1,1
"2114",835000,6,27,6,86,0,118,-37.865,145.0506,3,2,11.2,1,1
"2115",1870000,6,27,11,86,400,152,-37.8718,145.0404,1,3,11.2,2,1
"2116",1580000,6,27,11,96,504,260,-37.8834,145.0635,1,4,11.2,2,1
"2117",820000,6,27,5,3,0,104,-37.8823,145.0729,3,2,11.2,2,1
"2118",480000,6,27,5,46,0,74,-37.8811,145.0524,3,2,11.2,1,1
"2119",1680000,6,27,8,18,234,201,-37.8695,145.05,1,3,11.2,2,2
"2120",300000,6,27,4,3,0,42,-37.8764,145.0463,3,1,11.2,1,1
"2121",1100000,6,27,9,56,645,126,-37.875,145.0861,1,3,11.2,1,2
"2122",373000,6,27,9,51,0,38,-37.8728,145.0417,3,1,11.2,1,1
"2123",2560000,6,27,14,5,427,337,-37.8704,145.0503,2,4,11.2,3,2
"2124",960000,6,27,14,47,310,114,-37.8733,145.0883,1,3,11.2,2,1
"2125",315000,6,27,11,76,0,46,-37.8704,145.0495,3,1,11.2,1,1
"2126",1297000,6,27,11,68,333,147,-37.8722,145.067,1,3,11.2,1,1
"2127",1015000,6,27,11,3,0,134,-37.8689,145.06,2,3,11.2,2,2
"2128",523000,6,27,11,56,0,62,-37.8801,145.0874,3,2,11.2,1,1
"2129",1335000,6,27,11,51,606,133,-37.8831,145.0879,1,3,11.2,2,2
"2130",425000,6,27,11,19,0,57,-37.8804,145.0501,3,2,11.2,1,1
"2131",1670000,6,27,11,96,375,155,-37.8777,145.0608,1,3,11.2,2,1
"2132",1350000,6,27,11,6,222,90,-37.878,145.0666,1,4,11.2,3,2
"2133",1650000,6,27,5,91,764,114,-37.8814,145.0583,1,3,11.2,1,2
"2134",950000,6,27,8,17,288,132,-37.8752,145.0817,1,3,11.2,1,1
"2135",1782500,6,27,8,66,615,126,-37.8846,145.0861,1,3,11.2,1,2
"2136",650000,6,27,7,1,0,120,-37.8828,145.0528,2,2,11.2,2,1
"2137",975000,7,18,12,46,597,154,-37.763,144.8877,1,3,8.7,1,2
"2138",560000,7,18,2,12,77,115,-37.7746,144.8798,2,3,8.7,2,2
"2139",355000,7,18,6,12,0,88,-37.7716,144.882,2,2,8.7,1,1
"2140",550000,7,18,5,16,77,138,-37.7743,144.8797,2,3,8.7,2,2
"2141",420000,7,18,5,76,5661,103,-37.773,144.8806,3,2,8.7,1,2
"2142",399000,7,18,5,31,904,53,-37.7679,144.8935,1,2,8.7,1,1
"2143",1105000,7,18,5,66,762,142,-37.7707,144.8924,1,3,8.7,1,4
"2144",730000,7,18,11,16,250,132,-37.7861,144.8897,2,3,8.7,1,2
"2145",662500,7,18,11,10,202,121,-37.768,144.8894,3,3,8.7,2,2
"2146",410000,7,18,9,16,53,71,-37.7736,144.8798,2,2,8.7,1,2
"2147",920000,7,18,9,96,689,110,-37.7823,144.887,1,3,8.7,1,2
"2148",1320000,7,18,9,116,645,211,-37.7662,144.8971,1,3,8.7,2,2
"2149",1150000,7,18,9,14,446,286,-37.7712,144.8763,1,5,8.7,3,2
"2150",847000,7,18,11,14,222,200,-37.7697,144.878,1,3,8.7,2,2
"2151",400000,7,18,11,9,3967,87,-37.7706,144.8805,3,2,8.7,1,2
"2152",1072000,7,18,5,61,1396,175,-37.7833,144.888,1,3,8.7,2,2
"2153",510000,7,18,5,6,176,142,-37.7693,144.8905,2,2,8.7,2,1
"2154",865000,7,18,4,6,151,3,-37.7855,144.8958,2,3,8.7,2,2
"2155",570000,7,18,4,7,98,128,-37.7677,144.8925,2,2,8.7,1,2
"2156",1900000,7,18,9,3,865,374,-37.7682,144.8971,1,4,8.7,3,8
"2157",429000,7,18,15,37,83,88,-37.7732,144.8927,2,2,8.7,1,1
"2158",456000,7,18,15,12,4977,95,-37.7737,144.8816,1,3,8.7,2,2
"2159",566000,7,18,6,4,3014,80,-37.7853,144.8944,3,2,8.7,2,1
"2160",408000,7,18,6,36,85,84,-37.7732,144.8927,2,2,8.7,1,1
"2161",470000,7,18,11,5,0,79,-37.7853,144.8999,3,2,8.7,2,1
"2162",780000,7,18,5,16,173,184,-37.773,144.8947,1,3,8.7,3,2
"2163",440000,7,18,8,16,54,85,-37.774,144.8797,2,2,8.7,1,2
"2164",1048700,7,18,4,17,452,245,-37.774,144.877,1,4,8.7,2,2
"2165",400000,7,18,9,16,54,85,-37.774,144.8797,2,2,8.7,1,2
"2166",1215000,7,18,9,66,613,142,-37.7799,144.8879,1,4,8.7,3,4
"2167",1180000,7,18,14,57,688,166,-37.7713,144.8937,1,4,8.7,3,2
"2168",1117000,7,18,14,12,325,207,-37.7822,144.8922,1,4,8.7,3,2
"2169",420000,7,18,14,47,0,68,-37.7678,144.8899,3,2,8.7,1,1
"2170",770000,7,18,7,16,215,231,-37.7817,144.8916,1,4,8.7,2,2
"2171",1151000,7,18,6,66,694,232,-37.7819,144.8901,1,5,8.7,2,5
"2172",907000,7,18,11,66,678,124,-37.769,144.8935,1,3,8.7,1,2
"2173",570000,7,18,11,4,3014,204,-37.7853,144.8944,3,2,8.7,2,1
"2174",820000,7,18,5,10,203,160,-37.7853,144.8972,1,3,8.7,2,2
"2175",940000,7,18,5,76,695,141,-37.7825,144.886,1,3,8.7,1,1
"2176",1030000,7,18,5,91,573,196,-37.7844,144.8876,1,4,8.7,2,1
"2177",1230000,7,18,8,7,270,215,-37.7847,144.8962,1,4,8.7,3,2
"2178",884500,7,18,7,11,211,234,-37.7848,144.8969,1,3,8.7,2,2
"2179",820000,7,18,7,10,578,176,-37.7837,144.8887,1,3,8.7,1,4
"2180",780000,3,20,6,19,0,85,-37.8095,144.9691,3,2,2.8,2,1
"2181",535000,3,20,5,15,0,84,-37.808,144.9617,3,2,2.8,1,1
"2182",450000,3,20,11,2,0,55,-37.8091,144.9609,3,2,2.8,1,1
"2183",360000,3,20,11,42,0,66,-37.8138,144.9548,3,2,2.8,1,0
"2184",665000,3,20,11,12,0,80,-37.8106,144.9646,3,2,2.8,1,1
"2185",386000,3,20,9,40,0,64,-37.8127,144.9627,3,1,2.8,1,0
"2186",659000,3,20,9,10,0,59,-37.8157,144.9727,3,1,2.8,1,1
"2187",545000,3,20,11,14,0,67,-37.8188,144.9544,3,2,2.8,1,1
"2188",450000,3,20,11,56,0,57,-37.8178,144.9607,3,1,2.8,1,0
"2189",432000,3,20,8,11,0,51,-37.8111,144.9715,3,1,2.8,1,1
"2190",750000,3,20,10,18,0,122,-37.8095,144.9691,3,3,2.8,2,1
"2191",375000,3,20,10,2,1414,47,-37.8161,144.9712,3,1,2.8,1,0
"2192",680000,3,20,9,51,0,102,-37.8132,144.9545,3,1,2.8,1,2
"2193",470000,3,20,15,100,0,55,-37.816,144.9535,3,2,2.8,1,2
"2194",483000,3,20,15,13,0,68,-37.8106,144.9646,3,2,2.8,1,1
"2195",700000,3,20,11,96,0,64,-37.8157,144.9727,3,1,2.8,1,1
"2196",520000,3,20,11,11,4051,68,-37.8072,144.9623,3,2,2.8,1,1
"2197",440000,3,20,8,96,0,65,-37.8168,144.9691,3,1,2.8,1,1
"2198",733000,3,20,9,51,0,94,-37.8166,144.9635,3,2,2.8,2,1
"2199",760000,3,20,5,19,0,89,-37.8095,144.9691,3,3,2.8,2,1
"2200",360000,3,20,8,7,1136,69,-37.8211,144.9559,3,2,2.8,1,1
"2201",2600000,6,26,9,116,279,133,-37.8499,144.957,1,3,4.1,1,1
"2202",2350000,6,26,12,116,277,132,-37.8516,144.9624,1,3,4.1,1,2
"2203",535000,6,26,6,86,760,58,-37.8474,144.9625,3,2,4.1,1,1
"2204",700000,6,26,4,46,0,67,-37.8556,144.9669,3,2,4.1,1,1
"2205",3120000,6,26,11,116,182,100,-37.8518,144.9663,1,4,4.1,2,1
"2206",1025000,6,26,4,106,123,73,-37.8551,144.968,1,2,4.1,1,0
"2207",1920000,6,26,14,107,152,82,-37.8498,144.9628,1,2,4.1,1,0
"2208",2623000,6,26,7,6,181,212,-37.8536,144.9625,1,3,4.1,2,2
"2209",1500000,6,26,6,136,151,165,-37.847,144.9594,1,3,4.1,2,1
"2210",1630000,6,26,11,101,152,113,-37.8513,144.9586,1,2,4.1,1,0
"2211",1910000,6,26,8,116,217,125,-37.8474,144.9582,1,3,4.1,1,3
"2212",1320000,1,28,9,66,613,115,-37.8238,145.1135,1,2,11.8,1,1
"2213",750000,1,28,2,13,0,80,-37.8161,145.1098,3,2,11.8,2,2
"2214",2588000,1,28,11,96,1149,225,-37.812,145.1095,1,3,11.8,3,2
"2215",1400000,1,28,12,37,355,25,-37.812,145.1074,1,5,11.8,4,2
"2216",2200000,1,28,8,86,931,199,-37.8226,145.1103,1,4,11.8,2,2
"2217",1310000,1,28,10,15,330,148,-37.8167,145.107,2,3,11.8,2,2
"2218",2335000,1,28,15,79,813,170,-37.8118,145.1065,1,4,11.8,2,2
"2219",1815000,1,28,11,66,711,207,-37.8195,145.1134,1,5,11.8,1,0
"2220",725000,1,28,11,11,0,116,-37.8161,145.1098,3,2,11.8,2,2
"2221",3900000,1,28,14,114,2187,327,-37.8186,145.1134,1,4,11.8,2,6
"2222",1200000,1,28,6,16,255,152,-37.8192,145.111,2,3,11.8,2,2
"2223",1564000,1,28,11,66,640,117,-37.8173,145.1123,1,3,11.8,2,2
"2224",520000,1,28,5,11,0,92,-37.8161,145.1098,3,2,11.8,1,1
"2225",670000,7,23,9,16,0,120,-37.7672,144.9209,3,3,6.9,2,2
"2226",1055000,7,23,12,7,0,189,-37.7688,144.9054,1,3,6.9,2,2
"2227",348000,7,23,12,9,0,63,-37.7677,144.9221,3,2,6.9,1,1
"2228",1780000,7,23,15,97,615,201,-37.7617,144.9052,1,4,6.9,3,2
"2229",1440000,7,23,15,137,287,196,-37.7698,144.9214,1,3,6.9,2,1
"2230",1225000,7,23,15,97,388,120,-37.7692,144.9057,1,4,6.9,1,1
"2231",1445000,7,23,5,96,384,178,-37.7617,144.9272,1,4,6.9,3,2
"2232",990000,7,23,11,116,328,107,-37.7658,144.9077,1,3,6.9,1,2
"2233",1550000,7,23,10,2,477,258,-37.7661,144.9076,1,3,6.9,2,3
"2234",1170000,7,23,10,86,443,102,-37.7585,144.928,1,3,6.9,1,1
"2235",1120000,7,23,10,101,571,138,-37.7659,144.9116,1,4,6.9,1,1
"2236",1530000,7,23,9,110,431,152,-37.7702,144.9268,1,4,6.9,2,1
"2237",832000,7,23,9,19,214,111,-37.7709,144.9334,1,3,6.9,2,2
"2238",420000,7,23,9,66,0,82,-37.7701,144.9079,3,2,6.9,1,1
"2239",2400000,7,23,9,116,636,308,-37.7629,144.9157,1,4,6.9,4,2
"2240",565000,7,23,9,15,0,115,-37.7672,144.9209,3,3,6.9,2,1
"2241",550000,7,23,9,26,0,85,-37.7617,144.9367,3,2,6.9,1,1
"2242",1211000,7,23,9,106,477,146,-37.7632,144.9292,1,4,6.9,1,3
"2243",1630000,7,23,12,116,408,199,-37.77,144.913,1,3,6.9,2,0
"2244",1160000,7,23,12,106,449,133,-37.7674,144.9084,1,3,6.9,1,1
"2245",1361500,7,23,12,96,453,145,-37.7698,144.9336,1,4,6.9,1,2
"2246",945000,7,23,12,126,225,97,-37.7639,144.9093,1,2,6.9,1,0
"2247",360000,7,23,12,51,0,54,-37.7652,144.9116,3,1,6.9,1,1
"2248",860000,7,23,14,97,301,80,-37.7695,144.9092,1,2,6.9,1,1
"2249",1637000,7,23,11,116,539,190,-37.7701,144.9287,1,4,6.9,1,3
"2250",1505000,7,23,11,9,249,168,-37.7609,144.9296,1,3,6.9,2,2
"2251",515000,7,23,11,10,1981,111,-37.7677,144.9221,2,2,6.9,1,1
"2252",330000,7,23,5,2,0,39,-37.7715,144.916,3,2,6.9,1,1
"2253",1322000,7,23,5,86,549,192,-37.7696,144.929,1,4,6.9,1,1
"2254",1015000,7,23,5,106,228,125,-37.7685,144.9183,1,2,6.9,1,1
"2255",840000,7,23,10,106,307,136,-37.7704,144.9083,1,3,6.9,1,0
"2256",1900000,7,23,10,91,646,261,-37.7625,144.9074,1,5,6.9,3,2
"2257",2340000,7,23,10,7,619,372,-37.7691,144.9321,1,5,6.9,3,3
"2258",1400000,7,23,4,126,394,160,-37.7699,144.9149,1,3,6.9,2,2
"2259",1640000,7,23,7,96,435,329,-37.7601,144.9228,1,4,6.9,2,1
"2260",1480000,7,23,9,106,436,142,-37.7704,144.9292,1,3,6.9,1,2
"2261",410000,7,23,9,46,0,59,-37.7597,144.9188,3,2,6.9,1,1
"2262",980000,7,23,15,13,207,168,-37.7615,144.9333,2,5,6.9,2,2
"2263",842500,7,23,6,21,216,156,-37.7607,144.9314,2,3,6.9,2,1
"2264",1345000,7,23,6,106,313,193,-37.7709,144.9288,1,4,6.9,2,2
"2265",265000,7,23,11,46,0,41,-37.758,144.9237,3,1,6.9,1,1
"2266",849000,7,23,11,86,345,95,-37.773,144.9335,1,2,6.9,1,1
"2267",1425000,7,23,5,116,526,159,-37.7701,144.9172,1,3,6.9,1,1
"2268",1345000,7,23,5,86,310,287,-37.7639,144.9126,2,3,6.9,2,1
"2269",330000,7,23,5,46,0,54,-37.7654,144.9094,3,2,6.9,1,1
"2270",726000,7,23,5,16,67,145,-37.761,144.9262,2,4,6.9,2,1
"2271",1250000,7,23,4,14,283,222,-37.7638,144.9175,1,3,6.9,2,1
"2272",870000,7,23,4,16,156,152,-37.7631,144.9357,2,3,6.9,2,2
"2273",1725000,7,23,9,66,596,203,-37.7609,144.905,1,3,6.9,2,3
"2274",600000,7,23,9,51,166,81,-37.7624,144.9365,3,2,6.9,1,1
"2275",1505000,7,23,14,107,441,164,-37.7627,144.9278,1,4,6.9,2,2
"2276",850000,7,23,7,101,271,143,-37.7682,144.9058,1,3,6.9,2,1
"2277",292000,7,23,6,46,0,45,-37.758,144.9237,3,1,6.9,1,1
"2278",1740000,7,23,6,86,739,155,-37.7613,144.9177,1,5,6.9,1,2
"2279",470000,7,23,11,2,0,65,-37.7677,144.92,3,2,6.9,1,1
"2280",1130000,7,23,11,3,217,145,-37.7704,144.9162,2,3,6.9,2,2
"2281",930000,7,23,8,106,325,132,-37.7702,144.9091,1,3,6.9,3,1
"2282",336000,7,23,8,36,0,50,-37.7652,144.9116,3,1,6.9,1,1
"2283",800000,7,23,7,46,239,120,-37.7708,144.9093,2,2,6.9,2,2
"2284",1224000,6,14,9,56,834,143,-37.9376,145.0474,1,3,14.6,1,3
"2285",1000000,6,14,9,46,573,150,-37.9428,145.044,1,3,14.6,2,2
"2286",380500,6,14,9,26,106,51,-37.9374,145.0388,3,1,14.6,1,1
"2287",1090000,6,14,12,56,784,160,-37.9368,145.0568,1,3,14.6,2,2
"2288",836000,6,14,12,46,695,165,-37.9364,145.0559,1,3,14.6,1,4
